ma_vt,ten_vt,sl_ban_ra,tien_ban_ra,last_date,extra
1300420,Cáp RJ11 4C,303.0,1651045.0,2018-10-08T00:00:00,321.0
1300429,Mực in Canon 326,10.0,13181818.0,2018-10-08T00:00:00,242.0
1300471,Bàn phím laptop Asus 1015AH/X101H/1025 (Trắng đen),1.0,290909.0,2018-09-15T00:00:00,317.0
1300589,Thiết bị mạng D-Link DWA 123 USB,157.0,23915402.0,2018-10-09T00:00:00,84.0
1300752,Điện thoại bàn Panasonic KX TS840 (Đen),3.0,1660908.0,2018-10-04T00:00:00,94.0
1300886,Miếng dán Combo (Plastis tự dính+Blank film trong) (Trên 10 inches),926.0,232011481.0,2018-10-09T00:00:00,3.0
1300888,Miếng dán Combo (Plastis tự dính+Pix film hình) (Trên 10 inches),20.0,4858176.0,2018-10-07T00:00:00,850.0
1300898,Bàn phím laptop Toshiba C855/C850/P855/L850/L855/L870,2.0,521818.0,2018-09-28T00:00:00,165.0
1301019,Bàn phím laptop Sony F119,1.0,388182.0,2018-09-29T00:00:00,726.0
1301100,Chùi Q5,85.0,2687260.0,2018-10-09T00:00:00,293.0
1301118,Bàn phím laptop Dell E4300/E4310,1.0,290909.0,2018-09-25T00:00:00,317.0
1301129,Bàn phím Genius 110X USB,790.0,77962236.0,2018-10-09T00:00:00,842.0
1301135,Chuột máy tính A4-OP720U usb,186.0,10883054.0,2018-10-09T00:00:00,989.0
1301160,Chuột máy tính Newmen M180,151.0,9219631.0,2018-10-09T00:00:00,398.0
1301165,Chuột máy tính  Newmen F266  (Light Coffee),74.0,10182731.0,2018-10-07T00:00:00,912.0
1301199,Bàn phím laptop HP 4330S/4430S/4431S/4435S/4436S,1.0,302727.0,2018-09-23T00:00:00,27.0
1301251,Loa Microlab B51 (2.0) (Đen),63.0,14262284.0,2018-10-09T00:00:00,69.0
1301265,Tai nghe Philips SHE 2000,3.0,351819.0,2018-10-05T00:00:00,687.0
1301266,Tai nghe Philips SHE 2001,4.0,458537.0,2018-10-01T00:00:00,451.0
1301304,Dây điện Cadivi VCMD 2x16 (mét),456.0,807273.0,2018-10-03T00:00:00,73.0
1301324,Tủ chứa thiết bị 9U VRW09,2.0,3763636.0,2018-10-09T00:00:00,66.0
1301341,Nguồn / Power Corsair VS450 - 80 Plus White,181.0,140226647.0,2018-10-09T00:00:00,872.0
1301401,Miếng dán Blank Film trong (Trên 10 inches),206.0,27785518.0,2018-10-09T00:00:00,685.0
1301408,Bàn phím laptop Samsung RV409/RV411/RC410/RV415/RV420/E3420/E3415/RC418/RV418/RV411/RV415,0.0,0.0,2018-10-05T00:00:00,0.0
1301580,Máy tính tiền TopCash AL-G1,4.0,15818182.0,2018-09-26T00:00:00,89.0
1301585,"""ổ cứng HDD HGST 500GB 2.5"""" (5400rpm)""",30.0,27008183.0,2018-10-07T00:00:00,280.0
1301632,Mực in Canon CLI 751C,1.0,318182.0,2018-09-14T00:00:00,347.0
1301634,Mực in Canon CLI 751Y,1.0,318182.0,2018-09-14T00:00:00,347.0
1301635,Mực in Canon CLI 751BK,1.0,318182.0,2018-09-16T00:00:00,347.0
1301656,Xử lý phần mềm,390.0,36022692.0,2018-10-09T00:00:00,383.0
1301679,Cáp Lightning Pisen 1000mm,84.0,9993589.0,2018-10-09T00:00:00,453.0
1301680,Cáp iPhone 4 Pisen 800mm,2.0,90910.0,2018-09-29T00:00:00,100.0
1301719,Loa Soundmax A920 (2.1),30.0,18963645.0,2018-10-09T00:00:00,499.0
1301721,Miếng lót chuột Zadez,400.0,8025845.0,2018-10-09T00:00:00,259.0
1301831,Thiết bị ghi hình/ Webcam Logitech C270,132.0,62784699.0,2018-10-09T00:00:00,683.0
1301866,Sửa UPS,6.0,3792729.0,2018-09-29T00:00:00,907.0
1301872,Thùng máy/ Case CM-RC K281 (No power),12.0,10502726.0,2018-10-08T00:00:00,45.0
1301873,Thùng máy/ Case CM-N200 (No power),11.0,9286364.0,2018-10-04T00:00:00,537.0
1301874,Thùng máy/ Case CM-N300 (No power),8.0,7427272.0,2018-10-05T00:00:00,23.0
1301876,Bộ nhớ DDR3 Kingston 4GB (1600) (KVR16N11S8/4),60.0,48294548.0,2018-10-09T00:00:00,781.0
1301882,Thay nguồn Core 2,1.0,909091.0,2018-10-03T00:00:00,991.0
1301883,Thay nguồn Core I3,79.0,72000007.0,2018-10-09T00:00:00,794.0
1301884,Thay nguồn Core I5,131.0,130818182.0,2018-10-09T00:00:00,323.0
1301885,Thay nguồn Core I7,23.0,24545453.0,2018-10-09T00:00:00,519.0
1301887,VGA Ati,15.0,17636361.0,2018-10-08T00:00:00,50.0
1301888,VGA AMD,17.0,20636361.0,2018-10-04T00:00:00,293.0
1301889,Vga Onboard,41.0,44909087.0,2018-10-09T00:00:00,515.0
1301890,Vga Nvidia,2.0,2363636.0,2018-09-24T00:00:00,558.0
1301901,Bàn phím laptop Asus X401,1.0,409091.0,2018-09-29T00:00:00,446.0
1301943,Bàn phím laptop HP 4540S/4545S,2.0,654546.0,2018-09-12T00:00:00,714.0
1302103,Mực in Brother TN 1010,125.0,34054484.0,2018-10-09T00:00:00,734.0
1302263,Bàn phím laptop Sony CA (Đen),2.0,605454.0,2018-10-07T00:00:00,54.0
1302303,Cáp VGA Unitek Y- C503G (1.5m),54.0,2451186.0,2018-10-09T00:00:00,325.0
1302317,"""Màn hình LCD Acer 19.5"""" S200HQL""",68.0,125905060.0,2018-10-09T00:00:00,22.0
1302328,Box ổ cứng 3.5'' SSK Sata USB 3.0 (G130),12.0,5164913.0,2018-10-09T00:00:00,851.0
1302336,Cáp loa (1-->2) DT6212 (3m),43.0,2145000.0,2018-10-08T00:00:00,875.0
1302337,Cáp loa (1-->1) DT6220 (1.5m),49.0,1555900.0,2018-10-09T00:00:00,22.0
1302339,Cáp loa (1-->2) DT6211 (1.5m),50.0,2032677.0,2018-10-09T00:00:00,551.0
1302341,Cáp loa nối dài NX 412B (3m),62.0,1395055.0,2018-10-09T00:00:00,617.0
1302346,Hút bụi mini Knet,17.0,4268721.0,2018-10-08T00:00:00,651.0
1302416,Thùng máy/ Case CM-N400 (No power),4.0,4056365.0,2018-10-04T00:00:00,185.0
1302442,Cáp nối HDMI Elecom DH-HD14ER20BK (Đen),4.0,1087272.0,2018-10-08T00:00:00,579.0
1302443,Cáp nối HDMI Elecom DH-HD14ER50BK (Đen),2.0,1089090.0,2018-09-29T00:00:00,379.0
1302451,Tai nghe Philips SHE 1350,4.0,351900.0,2018-09-30T00:00:00,768.0
1302462,Tản nhiệt/ Fan laptop Deep cool N200,17.0,2936359.0,2018-10-09T00:00:00,169.0
1302464,Tản nhiệt/ Fan laptop Deep cool Windpal Mini,73.0,14874451.0,2018-10-09T00:00:00,782.0
1302483,Máy đếm tiền Oudis-5200C,1.0,3181818.0,2018-09-29T00:00:00,441.0
1302509,Pin dùng cho laptop Toshiba 5024 (6cell),5.0,2422725.0,2018-10-09T00:00:00,116.0
1302534,Bàn phím laptop Sony SVE15 (Đen),4.0,1210908.0,2018-10-09T00:00:00,108.0
1302592,Bàn phím Mitsumi (KFK-EA4XT) USB (Đen),537.0,85544477.0,2018-10-09T00:00:00,448.0
1302593,"ổ cứng HDD Seagate 1TB Backup Plus 3.0, 2.5'' (Bạc)",26.0,38574543.0,2018-10-09T00:00:00,473.0
1302625,Bàn phím laptop Sony SVE14 (Đen),4.0,1210908.0,2018-09-30T00:00:00,108.0
1302658,Quạt CPU CM XDream i117,47.0,9322909.0,2018-10-09T00:00:00,758.0
1302661,Quạt CPU CM Hyper 212X,18.0,13627497.0,2018-10-09T00:00:00,952.0
1302712,Pin dùng cho laptop Dell V131 (6cell),5.0,2727275.0,2018-10-05T00:00:00,957.0
1302743,Bộ nhớ DDR3 Kingston 2GB (1600) (KVR16N11S6A/2-SP),3.0,1445454.0,2018-09-18T00:00:00,566.0
1302749,Chuột máy tính Rapoo 3100P Không dây  (Xanh),7.0,1527274.0,2018-10-07T00:00:00,657.0
1302750,Chuột máy tính Rapoo 3100P Không dây  (Đen),6.0,1309092.0,2018-10-04T00:00:00,419.0
1302758,Bàn phím Rapoo E1050 Không dây (Đen),10.0,2286266.0,2018-10-02T00:00:00,881.0
1302823,Máy ép Plastic Bosser EH-450,7.0,12600000.0,2018-10-09T00:00:00,617.0
1302862,Chuột máy tính Newmen F600 (Trắng),5.0,1709092.0,2018-10-07T00:00:00,855.0
1302863,Chuột máy tính Newmen F600 (Vàng),24.0,8250969.0,2018-10-08T00:00:00,376.0
1302907,Bàn phím+Chuột máy tính Genius Wireless Slimstar 8000ME,4.0,1305456.0,2018-10-09T00:00:00,819.0
1302922,Bàn phím laptop Asus K45,14.0,5090904.0,2018-10-09T00:00:00,499.0
1302965,Thùng máy/ Case Sama G3 (No Power),19.0,9407413.0,2018-10-09T00:00:00,506.0
1302967,Thùng máy/ Case Sama S1 (No Power),78.0,25469870.0,2018-10-09T00:00:00,692.0
1302968,Thùng máy/ Case Sama S2 (No Power),45.0,14904468.0,2018-10-09T00:00:00,529.0
1302969,Thùng máy/ Case Sama S4 (No Power),60.0,20235453.0,2018-10-08T00:00:00,967.0
1302974,Tai nghe Logitech H340,84.0,44629116.0,2018-10-08T00:00:00,37.0
1303010,Thiết bị mạng/ Router Tenda 303R Wireless,17.0,6064547.0,2018-10-07T00:00:00,457.0
1303012,Thiết bị mạng/ Router Tenda FH303 Wireless,8.0,3490912.0,2018-10-07T00:00:00,781.0
1303014,Sửa Nguồn/ Power,10.0,7590909.0,2018-10-09T00:00:00,202.0
1303015,Thay Drum,8.0,2218180.0,2018-10-04T00:00:00,398.0
1303016,Bơm mực,43.0,6905466.0,2018-10-08T00:00:00,879.0
1303018,Sửa máy in,47.0,40368182.0,2018-10-09T00:00:00,110.0
1303022,Sửa máy hủy giấy,1.0,654545.0,2018-09-13T00:00:00,713.0
1303061,ổ cứng di động/ USB Kingston 16GB DT100G3,1927.0,161159868.0,2018-10-09T00:00:00,370.0
1303068,Bộ định tuyến/ ADSL D-Link 526E,6.0,1418184.0,2018-10-03T00:00:00,539.0
1303073,Sửa máy đếm tiền,6.0,3536365.0,2018-10-09T00:00:00,829.0
1303107,Sửa máy fax,2.0,1300000.0,2018-10-02T00:00:00,408.0
1303139,ổ cứng di động/ USB PNY 32GB Hook (2.0) (Bạc),3.0,1080000.0,2018-09-28T00:00:00,370.0
1303164,Chuột máy tính Logitech M187 (Cam),28.0,7383625.0,2018-10-09T00:00:00,772.0
1303165,Chuột máy tính Logitech M187 (Xanh),22.0,5579083.0,2018-10-09T00:00:00,322.0
1303180,Bộ định tuyến/ ADSL D-Link 2540U,5.0,1340910.0,2018-10-03T00:00:00,958.0
1303195,Chuột máy tính Elecom M-IR06DRGN (Xanh lá),1.0,217273.0,2018-09-16T00:00:00,338.0
1303301,Pin dùng cho laptop Dell V13/V130 (6 cell),1.0,1030000.0,2018-10-02T00:00:00,820.0
1303307,Sửa Jack Phone,4.0,1454544.0,2018-09-21T00:00:00,575.0
1303322,ổ cứng HDD Seagate Barracuda 3TB Sata,14.0,28320363.0,2018-10-07T00:00:00,760.0
1303436,Bộ định tuyến/ ADSL D-Link 2730E,-1.0,-400000.0,2018-09-21T00:00:00,-436.0
1303445,Thiết bị mạng Asus RT-N12HP,57.0,55321826.0,2018-10-09T00:00:00,374.0
1303463,Pin dùng cho laptop HP 8460 (6 cell),2.0,969090.0,2018-10-09T00:00:00,450.0
1303470,Máy nghe nhạc MP3 Transcend 8GB MP350  (Xanh),1.0,890909.0,2018-10-03T00:00:00,971.0
1303504,Nguồn/ Power CM 500W Elite,26.0,21265300.0,2018-10-09T00:00:00,625.0
1303505,Nguồn/ Power CM 550W Elite,10.0,9427272.0,2018-10-09T00:00:00,185.0
1303509,Bàn phím laptop Acer Emachine D725/D525 (Trắng đen),1.0,302727.0,2018-09-21T00:00:00,27.0
1303536,ổ cứng HDD WD 1TB WD1003FZEX (Đen),99.0,183119716.0,2018-10-09T00:00:00,342.0
1303594,Pin dùng cho laptop Dell E6220/E6320 (6 cell),2.0,1297273.0,2018-10-09T00:00:00,708.0
1303604,Chuột máy tính Elecom M-BL21DBBU (Xanh),4.0,1200000.0,2018-10-02T00:00:00,299.0
1303606,Chuột máy tính Elecom M-BL21DBSV (Bạc),4.0,1450908.0,2018-10-02T00:00:00,975.0
1303635,Máy in Epson LQ-310,66.0,296544990.0,2018-10-09T00:00:00,899.0
1303640,Ruy băng Epson S015639 ,451.0,38772706.0,2018-10-09T00:00:00,872.0
1303691,Pin dùng cho laptop Asus A32-K55 (6cell),6.0,3125454.0,2018-10-04T00:00:00,581.0
1303743,"ổ cứng HDD WD 2TB Passport Ultra 2.5"""," 3.0 (Đỏ)""",1.0,1909091.0,1.0
1303773,Phần mềm Kaspersky Internet Security 5 máy tính,216.0,166767400.0,2018-10-09T00:00:00,889.0
1303793,Thay nguồn màn hình,17.0,11000005.0,2018-10-09T00:00:00,896.0
1303794,Thay nguồn AMD,5.0,5181818.0,2018-10-09T00:00:00,603.0
1303803,Thay Bo nguồn,4.0,2136363.0,2018-10-08T00:00:00,310.0
1303806,"""ổ cứng HDD WD 2TB Elements+Box 2.5"""" 3.0""",77.0,175997758.0,2018-10-09T00:00:00,915.0
1303809,Sửa máy chiếu,5.0,14270909.0,2018-10-04T00:00:00,622.0
1303849,Mực in Brother LC 563BK,101.0,22036367.0,2018-10-08T00:00:00,816.0
1303934,Thiết bị ghi hình/ Webcam Colovis ND60,15.0,2481822.0,2018-10-08T00:00:00,691.0
1304012,Thẻ cào Vina 100.000,315.0,25885633.0,2018-10-09T00:00:00,747.0
1304013,Thẻ cào Vina 20.000,77.0,1327278.0,2018-10-09T00:00:00,443.0
1304014,Thẻ cào Vina 50.000,56.0,2502570.0,2018-10-09T00:00:00,250.0
1304015,Thẻ cào Vina 200.000,54.0,9037858.0,2018-10-09T00:00:00,245.0
1304016,Thẻ cào Vina 300.000,18.0,4783225.0,2018-10-09T00:00:00,565.0
1304019,Thẻ cào Viettel 300.000,26.0,6878180.0,2018-10-09T00:00:00,836.0
1304020,Thẻ cào Viettel 200.000,127.0,21407204.0,2018-10-09T00:00:00,260.0
1304021,Thẻ cào Viettel 100.000,686.0,57065589.0,2018-10-09T00:00:00,585.0
1304022,Thẻ cào Viettel 50.000,266.0,11749726.0,2018-10-09T00:00:00,930.0
1304023,Thẻ cào Viettel 20.000,227.0,3999091.0,2018-10-09T00:00:00,424.0
1304045,ổ cứng di động/ USB Kingston 32GB DT100G3,413.0,74018331.0,2018-10-09T00:00:00,109.0
1304046,Bo mạch chính/ Mainboard Gigabyte H81M-DS2,147.0,178336569.0,2018-10-09T00:00:00,864.0
1304133,Thiết bị mạng D-Link DWA 171 Wireless,72.0,25760006.0,2018-10-08T00:00:00,236.0
1304140,Mực in Brother LC 563C,47.0,8545438.0,2018-10-08T00:00:00,217.0
1304141,Mực in Brother LC 563M,49.0,8909074.0,2018-10-08T00:00:00,613.0
1304142,Mực in Brother LC 563Y,48.0,8727257.0,2018-10-08T00:00:00,416.0
1400010,Bộ cấp nguồn/ Adaptor Lenovo 20V-3.25A (đầu USB ),28.0,8783649.0,2018-10-09T00:00:00,304.0
1400020,Mực in HP CF283A,29.0,37728718.0,2018-10-09T00:00:00,190.0
1400024,Box ổ cứng 2.5'' SSK Sata V300,18.0,3664129.0,2018-10-08T00:00:00,450.0
1400028,Cáp VGA Unitek YC 504A (3m),30.0,2174540.0,2018-10-09T00:00:00,145.0
1400029,Cáp VGA Unitek YC 505G (5m),34.0,2781813.0,2018-10-08T00:00:00,0.0
1400032,Cáp VGA Unitek YC 508A (20m),1.0,281818.0,2018-10-09T00:00:00,307.0
1400034,Cáp HDMI KM (1.4) 03504 (3m),74.0,5942715.0,2018-10-09T00:00:00,714.0
1400035,Cáp HDMI KM (1.4) 05150 (5m),15.0,1587274.0,2018-10-08T00:00:00,117.0
1400040,Tay cầm Game pad EW 008,42.0,7254539.0,2018-10-09T00:00:00,838.0
1400042,Cáp Displayport -> HDMI Unitek (Y 5118CA),90.0,14656344.0,2018-10-09T00:00:00,619.0
1400047,Loa Soundmax A130 (2.0) (Đỏ),81.0,10573624.0,2018-10-09T00:00:00,313.0
1400053,Túi chống sốc Western,497.0,0.0,2018-10-09T00:00:00,0.0
1400073,Loa Bose Companion 2 Series III,11.0,24383697.0,2018-10-08T00:00:00,203.0
1400134,Bàn phím laptop Acer V5-471/V5-431/V5-473/M3-481,5.0,1818180.0,2018-10-09T00:00:00,971.0
1400273,Mực in HP CF210A,1.0,1451818.0,2018-09-18T00:00:00,876.0
1400274,Mực in HP CF211A,1.0,1819091.0,2018-09-18T00:00:00,873.0
1400275,Mực in HP CF212A,1.0,1727273.0,2018-09-18T00:00:00,874.0
1400276,Mực in HP CF213A,1.0,1727273.0,2018-09-18T00:00:00,874.0
1400305,Máy ép Plastic DSB HQ235,1.0,1272727.0,2018-09-28T00:00:00,378.0
1400312,Thiết bị mạng D-Link DGE 560T,22.0,6420232.0,2018-10-09T00:00:00,974.0
1400314,Bộ cấp nguồn/ Adaptor Asus 19V-2.37A,39.0,11806353.0,2018-10-09T00:00:00,44.0
1400316,Bộ cấp nguồn/ Adaptor HP 19V-4.74A (Đầu kim nhỏ) (Envy),2.0,727272.0,2018-09-27T00:00:00,792.0
1400364,Thiết bị mạng  Draytek V2960,3.0,20532954.0,2018-10-04T00:00:00,813.0
1400378,Mực in HP CN053AA (932XL),10.0,6900000.0,2018-10-04T00:00:00,458.0
1400379,Mực in HP CN054AA (933XL),12.0,4109087.0,2018-10-05T00:00:00,439.0
1400380,Mực in HP CN055AA (933XL),11.0,3779997.0,2018-10-05T00:00:00,283.0
1400381,Mực in HP CN056AA (933XL),11.0,3779997.0,2018-10-04T00:00:00,283.0
1400387,Thay màn hình điện thoại,1.0,727273.0,2018-10-01T00:00:00,793.0
1400392,Thay pin,4.0,5575453.0,2018-10-08T00:00:00,728.0
1400419,Mực in Ricoh SP100/111/200/210,26.0,3545457.0,2018-10-09T00:00:00,840.0
1400443,Sạc điện thoại Pisen I Charger 1A,40.0,5038643.0,2018-10-08T00:00:00,706.0
1400540,Chuột máy tính Elecom M-IR06DRBK (Đen),1.0,217273.0,2018-10-03T00:00:00,338.0
1400549,ổ cứng HDD WD 2TB WD2003FZEX Sata 3 (Đen),16.0,46921817.0,2018-10-07T00:00:00,290.0
1400561,Thẻ nhớ Micro SD Transcend 16GB (class 10),80.0,9920386.0,2018-10-09T00:00:00,907.0
1400563,"ổ cứng HDD Transcend 2TB 25H3+Box 2.5""""",10.0,20487090.0,2018-10-09T00:00:00,354.0
1400567,ổ cứng HDD WD 4TB My Book Multi,8.0,29725453.0,2018-10-02T00:00:00,313.0
1400677,Phí dịch vụ bảo hành tận nơi,14.0,3136363.0,2018-10-08T00:00:00,391.0
1400679,Thiết bị mạng D-Link DWR 116,4.0,2363636.0,2018-10-07T00:00:00,558.0
1400698,Nguồn/ Power Antec 500W VP500PC,40.0,29650816.0,2018-10-09T00:00:00,342.0
1400774,Bộ cấp nguồn/ Adaptor Lenovo 20V-4.5A (Đầu usb),1.0,339091.0,2018-09-24T00:00:00,67.0
1400779,Bàn phím laptop Dell 14Z-5423/Vostro3360,4.0,1018180.0,2018-10-05T00:00:00,99.0
1400781,Sạc ô tô Pisen I Car Charger 1A,2.0,302727.0,2018-09-19T00:00:00,27.0
1400852,Cáp HDMI Cliptec OCD531 (1.8m),168.0,20964556.0,2018-10-09T00:00:00,563.0
